ResizePLAB,UseAdaptiveSizePolicyWithSystemGC,UseAdaptiveSizePolicy,UseAdaptiveGCBoundary,CollectGenFirst,UseAdaptiveSizePolicyFootprintGoal,ResizeOldPLAB,UseAdaptiveSizeDecayMajorGCCost,DisableExplicitGC,UseAdaptiveGenerationSizePolicyAtMajorCollection,UseAdaptiveGenerationSizePolicyAtMinorCollection,BindGCTaskThreadsToCPUs,XX:TargetPLABWastePct,XX:AdaptiveSizePolicyWeight,XX:AdaptiveSizeDecrementScaleFactor,XX:AdaptiveSizePolicyCollectionCostMargin,XX:YoungGenerationSizeSupplement,XX:TenuredGenerationSizeSupplementDecay,XX:SurvivorRatio,XX:SurvivorPadding,XX:TargetSurvivorRatio,XX:TenuredGenerationSizeSupplement,XX:MinSurvivorRatio,XX:MaxTenuringThreshold,XX:TenuredGenerationSizeIncrement,XX:PLABWeight,XX:YoungGenerationSizeIncrement,XX:MinHeapFreeRatio,XX:AdaptiveSizePolicyInitializingSteps,XX:MaxHeapFreeRatio,XX:NewRatio,XX:YoungPLABSize,XX:YoungGenerationSizeSupplementDecay,XX:OldPLABSize,XX:AdaptiveSizeMajorGCDecayTimeScale,performance
1.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-3.0,0.0,35.0,3.0,-18.0,109.0,73.0,-2.0,2.0,12.0,74.0,44.0,3.0,54.0,-38.0,82.0,41.0,1.0,-78.0,51.0,18.0,8301.0,13.0,-1096.0,13.0,1478.8852468840778
-1.0,0.0,-0.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-0.0,-1.0,-5.0,80.0,12.0,66.0,88.0,8.0,-34.0,0.0,20.0,17.0,10.0,37.0,-73.0,81.0,27.0,46.0,-59.0,138.0,-3.0,-10031.0,5.0,682.0,33.0,2657.8838584944606
1.0,-2.0,2.0,2.0,1.0,-3.0,2.0,0.0,-0.0,-1.0,1.0,-2.0,16.0,19.0,21.0,38.0,107.0,12.0,5.0,-19.0,-17.0,70.0,-4.0,-2.0,45.0,97.0,113.0,-87.0,-100.0,88.0,17.0,20261.0,-2.0,579.0,24.0,4540.676119104028
-2.0,-1.0,2.0,0.0,2.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.0,-43.0,1.0,-55.0,-23.0,84.0,8.0,35.0,-2.0,-74.0,77.0,7.0,54.0,-48.0,136.0,58.0,-8.0,64.0,100.0,28.0,7639.0,22.0,2710.0,2.0,7901.155895918608
-0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,-0.0,2.0,-2.0,0.0,1.0,9.0,57.0,19.0,110.0,58.0,21.0,-17.0,8.0,20.0,27.0,14.0,44.0,-52.0,73.0,36.0,7.0,-30.0,86.0,20.0,7936.0,-0.0,-172.0,-2.0,1727.4388095773757
-1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,-1.0,-0.0,0.0,-0.0,0.0,5.0,55.0,51.0,129.0,46.0,36.0,16.0,9.0,0.0,39.0,13.0,-11.0,27.0,59.0,33.0,-4.0,71.0,82.0,35.0,6574.0,4.0,631.0,20.0,3786.615018412471
-3.0,-0.0,-0.0,-1.0,-0.0,-0.0,-1.0,1.0,-1.0,-3.0,1.0,1.0,-17.0,15.0,-1.0,104.0,66.0,28.0,54.0,8.0,-19.0,61.0,22.0,13.0,4.0,66.0,87.0,-59.0,82.0,89.0,48.0,7425.0,0.0,-2085.0,-0.0,4866.411805093288
-0.0,0.0,-1.0,-1.0,1.0,2.0,1.0,0.0,-2.0,-0.0,1.0,-0.0,-5.0,20.0,15.0,69.0,73.0,7.0,-18.0,-16.0,83.0,63.0,6.0,29.0,14.0,53.0,84.0,81.0,118.0,88.0,1.0,-2208.0,8.0,1817.0,2.0,3270.7429060563445
1.0,0.0,0.0,-3.0,2.0,-1.0,1.0,-0.0,0.0,-0.0,2.0,-1.0,42.0,45.0,-8.0,105.0,56.0,17.0,-3.0,27.0,125.0,11.0,12.0,98.0,-61.0,15.0,44.0,-0.0,-52.0,55.0,6.0,-256.0,-7.0,3175.0,13.0,1855.910076789558
0.0,2.0,3.0,2.0,0.0,-1.0,1.0,2.0,1.0,1.0,-0.0,-1.0,-23.0,33.0,-4.0,-61.0,89.0,-3.0,30.0,-0.0,26.0,83.0,-1.0,-8.0,58.0,67.0,80.0,33.0,154.0,25.0,1.0,5433.0,30.0,967.0,16.0,1216.7783421315253
1.0,0.0,0.0,1.0,-2.0,1.0,0.0,-0.0,1.0,-0.0,1.0,1.0,15.0,15.0,-14.0,-49.0,86.0,-26.0,36.0,6.0,74.0,61.0,-3.0,30.0,35.0,70.0,105.0,-25.0,-141.0,34.0,-15.0,6507.0,25.0,-977.0,-3.0,-1324.134600739926
-0.0,1.0,2.0,-1.0,-0.0,-1.0,-1.0,-0.0,0.0,0.0,-2.0,-2.0,-25.0,-12.0,-79.0,-24.0,101.0,-16.0,31.0,4.0,14.0,115.0,-2.0,16.0,-15.0,125.0,77.0,1.0,23.0,54.0,-6.0,6372.0,15.0,-1483.0,-9.0,652.3000802919269
-1.0,0.0,2.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.0,1.0,-1.0,-35.0,-67.0,70.0,76.0,0.0,24.0,9.0,-77.0,121.0,-1.0,11.0,-21.0,99.0,-14.0,-4.0,-4.0,103.0,5.0,22018.0,-3.0,-389.0,2.0,1109.4568378962576
1.0,-0.0,2.0,-2.0,1.0,1.0,-1.0,1.0,-0.0,1.0,-1.0,-1.0,-6.0,44.0,-14.0,87.0,102.0,16.0,-27.0,1.0,84.0,55.0,-3.0,16.0,4.0,41.0,-11.0,126.0,80.0,70.0,-11.0,-13166.0,1.0,-2050.0,15.0,-13.399632209446281
2.0,3.0,-1.0,-2.0,-0.0,-2.0,-1.0,0.0,1.0,-0.0,2.0,1.0,23.0,7.0,-22.0,41.0,66.0,-18.0,21.0,10.0,76.0,42.0,7.0,37.0,33.0,64.0,88.0,-19.0,91.0,52.0,16.0,-1708.0,23.0,-1731.0,5.0,4849.272934228182
-0.0,-2.0,1.0,3.0,0.0,-2.0,1.0,2.0,2.0,0.0,-2.0,-2.0,4.0,-26.0,-59.0,-49.0,89.0,9.0,37.0,7.0,-33.0,97.0,-2.0,43.0,-37.0,104.0,33.0,-34.0,23.0,77.0,9.0,15204.0,22.0,-1284.0,5.0,1276.3075104653835
-0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,-1.0,-0.0,-1.0,-0.0,13.0,48.0,34.0,108.0,88.0,12.0,15.0,19.0,60.0,67.0,-4.0,-25.0,24.0,27.0,45.0,48.0,-107.0,45.0,4.0,-3670.0,-8.0,-691.0,8.0,480.1452643722296
1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-0.0,2.0,-1.0,10.0,-7.0,-45.0,117.0,83.0,-23.0,-6.0,-17.0,21.0,90.0,-9.0,-5.0,-39.0,74.0,95.0,10.0,-23.0,77.0,26.0,419.0,-0.0,-3274.0,8.0,2342.7525736242533
-0.0,-0.0,1.0,2.0,-2.0,0.0,-0.0,-1.0,-1.0,1.0,-2.0,-2.0,10.0,-23.0,-50.0,-19.0,108.0,-10.0,-24.0,-2.0,70.0,76.0,-3.0,81.0,-77.0,78.0,16.0,62.0,-93.0,78.0,-18.0,6608.0,23.0,-713.0,3.0,-460.7215633057058
0.0,-1.0,-1.0,1.0,-0.0,2.0,1.0,-1.0,0.0,1.0,-0.0,-0.0,1.0,-6.0,4.0,28.0,97.0,2.0,15.0,-1.0,61.0,87.0,-1.0,25.0,19.0,75.0,71.0,24.0,-22.0,51.0,-7.0,1702.0,15.0,698.0,-6.0,6120.812403738499
-0.0,1.0,-0.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.0,-1.0,1.0,38.0,65.0,36.0,97.0,52.0,16.0,-17.0,22.0,131.0,79.0,2.0,-12.0,68.0,5.0,38.0,5.0,-100.0,42.0,0.0,-2680.0,-10.0,-580.0,36.0,760.1716102585196
0.0,-1.0,-4.0,-1.0,-1.0,-0.0,2.0,-0.0,0.0,1.0,-2.0,-0.0,-18.0,13.0,76.0,131.0,39.0,21.0,36.0,8.0,16.0,22.0,17.0,5.0,-16.0,74.0,163.0,-68.0,-171.0,95.0,70.0,12161.0,-6.0,3356.0,-12.0,-825.13212078996
2.0,0.0,1.0,-1.0,1.0,1.0,-0.0,0.0,-1.0,2.0,1.0,1.0,13.0,67.0,5.0,43.0,8.0,-0.0,34.0,-6.0,12.0,49.0,4.0,-6.0,47.0,74.0,129.0,-14.0,73.0,31.0,23.0,-7414.0,18.0,-1755.0,26.0,3345.9217959195375
3.0,-1.0,1.0,1.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,-1.0,8.0,16.0,-12.0,-40.0,121.0,-21.0,6.0,-12.0,107.0,112.0,-9.0,-5.0,68.0,89.0,32.0,76.0,-10.0,42.0,-22.0,-2499.0,20.0,-987.0,12.0,-956.3710557445884
-1.0,-2.0,1.0,-2.0,2.0,0.0,-1.0,2.0,-0.0,-1.0,-2.0,1.0,-0.0,15.0,26.0,31.0,105.0,-3.0,-1.0,-8.0,35.0,107.0,-10.0,-11.0,87.0,93.0,50.0,53.0,-82.0,81.0,-4.0,5619.0,-7.0,3484.0,7.0,1803.0633541196585
-2.0,-0.0,1.0,1.0,2.0,-0.0,-1.0,1.0,1.0,-1.0,-0.0,-2.0,-23.0,21.0,39.0,-56.0,66.0,2.0,28.0,8.0,93.0,100.0,12.0,31.0,32.0,62.0,-15.0,96.0,-144.0,36.0,-26.0,-11743.0,18.0,1766.0,-5.0,257.901274821721
1.0,-0.0,-0.0,1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,-32.0,-11.0,-52.0,15.0,69.0,5.0,40.0,1.0,8.0,99.0,5.0,10.0,-37.0,91.0,52.0,11.0,95.0,62.0,-1.0,1573.0,17.0,270.0,-18.0,900.38489067927
-2.0,-1.0,1.0,-0.0,0.0,-2.0,1.0,1.0,-0.0,-2.0,-2.0,1.0,-12.0,36.0,-10.0,113.0,86.0,15.0,-25.0,-7.0,-33.0,104.0,-5.0,-17.0,37.0,96.0,36.0,32.0,-42.0,84.0,5.0,7787.0,-18.0,-1936.0,7.0,1478.5781779661775
-1.0,-1.0,-2.0,-2.0,1.0,-0.0,2.0,0.0,1.0,-0.0,-0.0,2.0,47.0,34.0,-6.0,123.0,79.0,-8.0,-5.0,18.0,80.0,49.0,-3.0,6.0,10.0,36.0,48.0,0.0,-170.0,67.0,-0.0,1097.0,-11.0,-1724.0,2.0,-446.24625896289945
-1.0,-1.0,-2.0,-0.0,2.0,1.0,2.0,2.0,-2.0,0.0,2.0,1.0,-4.0,-3.0,-28.0,122.0,82.0,10.0,22.0,0.0,28.0,74.0,3.0,38.0,-41.0,50.0,40.0,67.0,86.0,89.0,-2.0,-9301.0,-6.0,3892.0,-12.0,4646.709768742323
2.0,0.0,1.0,-1.0,-1.0,-0.0,3.0,1.0,-1.0,-2.0,-1.0,0.0,45.0,45.0,-17.0,43.0,109.0,0.0,32.0,32.0,95.0,94.0,-10.0,-14.0,83.0,28.0,9.0,9.0,-256.0,73.0,-4.0,12611.0,-13.0,-501.0,21.0,-548.7712819408625
1.0,-0.0,-1.0,-1.0,-1.0,0.0,1.0,-0.0,0.0,-0.0,-2.0,-1.0,0.0,39.0,-46.0,51.0,72.0,2.0,16.0,15.0,94.0,77.0,-1.0,36.0,19.0,44.0,34.0,89.0,29.0,54.0,-18.0,-13771.0,12.0,-254.0,-7.0,-836.9891364350915
-2.0,0.0,-1.0,-0.0,-0.0,-0.0,-3.0,0.0,-0.0,0.0,1.0,-0.0,26.0,-15.0,-7.0,102.0,85.0,-10.0,-12.0,-7.0,17.0,68.0,1.0,-1.0,-2.0,63.0,53.0,15.0,164.0,85.0,17.0,-1329.0,2.0,754.0,16.0,9251.301554560661
1.0,0.0,3.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-2.0,-1.0,-11.0,29.0,17.0,3.0,127.0,6.0,41.0,-2.0,8.0,96.0,-13.0,-46.0,119.0,77.0,103.0,-8.0,-10.0,47.0,11.0,7919.0,10.0,-583.0,21.0,393.82009658776224
1.0,-3.0,-2.0,1.0,2.0,0.0,-0.0,1.0,-0.0,1.0,3.0,-1.0,6.0,40.0,30.0,132.0,77.0,23.0,18.0,-4.0,30.0,59.0,12.0,-6.0,22.0,59.0,2.0,2.0,123.0,117.0,12.0,-5408.0,6.0,684.0,14.0,2595.743686929345
-0.0,-3.0,-0.0,-0.0,-0.0,1.0,0.0,1.0,1.0,-2.0,0.0,-0.0,5.0,18.0,-13.0,93.0,85.0,-0.0,25.0,17.0,-2.0,53.0,2.0,28.0,-5.0,46.0,29.0,-18.0,-42.0,58.0,-2.0,4014.0,1.0,-1514.0,-1.0,1371.176803432405
-1.0,2.0,1.0,-2.0,-0.0,-2.0,-1.0,0.0,1.0,-0.0,-1.0,-2.0,13.0,14.0,5.0,-5.0,62.0,10.0,24.0,14.0,98.0,55.0,16.0,49.0,46.0,73.0,9.0,18.0,73.0,49.0,9.0,1099.0,36.0,-1627.0,30.0,3304.437378741801
1.0,-1.0,2.0,0.0,-0.0,1.0,-2.0,1.0,1.0,0.0,0.0,-1.0,4.0,26.0,29.0,11.0,77.0,-2.0,26.0,12.0,76.0,70.0,1.0,41.0,-14.0,90.0,56.0,10.0,-154.0,43.0,-8.0,1160.0,2.0,2798.0,-5.0,-1131.4566798880696
-1.0,1.0,1.0,-0.0,-1.0,1.0,-0.0,-1.0,1.0,-3.0,1.0,-0.0,-6.0,34.0,-25.0,96.0,81.0,-18.0,-25.0,-1.0,-2.0,78.0,-2.0,-12.0,-55.0,68.0,92.0,40.0,-137.0,69.0,-4.0,3822.0,-11.0,-1211.0,-17.0,398.28085275925696
-1.0,2.0,0.0,3.0,0.0,-2.0,-0.0,-1.0,2.0,1.0,1.0,0.0,5.0,7.0,22.0,138.0,63.0,5.0,-16.0,-8.0,-23.0,43.0,13.0,-23.0,-12.0,42.0,16.0,13.0,-133.0,57.0,7.0,4722.0,13.0,-4318.0,16.0,3158.976080045104
-1.0,-2.0,0.0,1.0,-2.0,-0.0,-1.0,1.0,-0.0,-1.0,-0.0,0.0,-24.0,30.0,32.0,27.0,80.0,29.0,40.0,5.0,3.0,73.0,4.0,21.0,9.0,65.0,-35.0,40.0,55.0,72.0,22.0,-2475.0,14.0,2234.0,3.0,4982.246187955141
2.0,0.0,-0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,27.0,17.0,16.0,23.0,85.0,-7.0,10.0,7.0,120.0,48.0,0.0,57.0,-12.0,53.0,63.0,18.0,-42.0,57.0,-7.0,654.0,4.0,806.0,6.0,351.70297712646425
-1.0,0.0,-1.0,-2.0,-0.0,-2.0,0.0,0.0,0.0,-1.0,1.0,-0.0,-8.0,45.0,64.0,59.0,99.0,-5.0,-2.0,-7.0,63.0,48.0,5.0,17.0,33.0,86.0,116.0,5.0,-42.0,50.0,3.0,6829.0,-1.0,2453.0,-8.0,2360.795489922166
-0.0,1.0,-2.0,-1.0,1.0,-2.0,0.0,-0.0,-2.0,0.0,1.0,-1.0,-13.0,-13.0,-42.0,124.0,71.0,2.0,50.0,-8.0,25.0,61.0,-1.0,-19.0,36.0,85.0,99.0,29.0,131.0,73.0,45.0,-11682.0,3.0,2212.0,2.0,9312.188625901937
-2.0,-0.0,-2.0,-1.0,-0.0,1.0,-1.0,-1.0,-0.0,-1.0,-2.0,-3.0,-6.0,26.0,-15.0,-14.0,98.0,-13.0,30.0,-3.0,56.0,100.0,-5.0,-6.0,53.0,84.0,85.0,42.0,50.0,37.0,-14.0,-3231.0,15.0,158.0,3.0,1790.8295989111066
1.0,1.0,0.0,-2.0,-0.0,1.0,-1.0,1.0,-0.0,2.0,1.0,-1.0,29.0,-12.0,-3.0,136.0,84.0,-8.0,-36.0,-8.0,49.0,42.0,2.0,35.0,-57.0,68.0,53.0,14.0,35.0,90.0,13.0,10542.0,-8.0,558.0,14.0,2280.4429475069046
-1.0,-1.0,0.0,-2.0,-2.0,-1.0,2.0,-1.0,2.0,-2.0,-0.0,-1.0,14.0,11.0,-25.0,14.0,85.0,-1.0,14.0,15.0,28.0,100.0,-5.0,-7.0,57.0,79.0,-18.0,29.0,-40.0,98.0,-3.0,15811.0,-3.0,932.0,8.0,-273.7688048137352
1.0,-0.0,2.0,-1.0,1.0,1.0,0.0,-2.0,-0.0,2.0,1.0,-1.0,-27.0,25.0,-43.0,88.0,89.0,1.0,46.0,12.0,67.0,87.0,-1.0,9.0,-14.0,64.0,115.0,1.0,-60.0,10.0,-8.0,-13102.0,-2.0,-620.0,-22.0,412.5677063707262
1.0,-0.0,2.0,3.0,-0.0,0.0,-1.0,0.0,1.0,0.0,-0.0,-3.0,-16.0,-14.0,-28.0,85.0,73.0,3.0,-22.0,-15.0,-3.0,78.0,6.0,60.0,-110.0,113.0,49.0,54.0,43.0,88.0,6.0,5994.0,9.0,-1008.0,-1.0,1964.252409785986
0.0,-1.0,-2.0,0.0,-0.0,-0.0,1.0,-1.0,-0.0,-2.0,1.0,-1.0,-24.0,5.0,4.0,51.0,84.0,16.0,36.0,-7.0,-37.0,103.0,6.0,-39.0,68.0,82.0,25.0,28.0,37.0,99.0,2.0,6823.0,5.0,-155.0,1.0,3625.638374567032
4.0,-2.0,1.0,2.0,0.0,-1.0,1.0,-0.0,2.0,-2.0,1.0,-2.0,-6.0,27.0,-16.0,87.0,103.0,-7.0,-22.0,-15.0,1.0,83.0,-8.0,1.0,-16.0,92.0,86.0,-20.0,-59.0,55.0,3.0,7084.0,-9.0,-3641.0,16.0,1763.9212953448296
1.0,-1.0,-0.0,2.0,-0.0,-2.0,-1.0,-0.0,-1.0,2.0,3.0,-1.0,17.0,-40.0,3.0,42.0,96.0,2.0,0.0,-14.0,60.0,20.0,13.0,72.0,-48.0,95.0,44.0,-16.0,65.0,90.0,39.0,6916.0,12.0,3362.0,18.0,6537.121008232236
1.0,1.0,1.0,0.0,-2.0,-1.0,1.0,1.0,-0.0,-2.0,1.0,-0.0,1.0,26.0,-46.0,-4.0,77.0,-11.0,-0.0,-7.0,82.0,59.0,3.0,44.0,21.0,73.0,113.0,-7.0,100.0,54.0,-6.0,3412.0,23.0,-2709.0,15.0,1034.8599218837917
1.0,2.0,-2.0,1.0,1.0,-0.0,-1.0,-2.0,1.0,-1.0,1.0,0.0,-22.0,30.0,-39.0,85.0,44.0,17.0,30.0,14.0,-17.0,15.0,7.0,23.0,-43.0,64.0,77.0,22.0,70.0,52.0,14.0,-3571.0,9.0,2346.0,-22.0,18889.72106230259
2.0,-0.0,0.0,0.0,0.0,-2.0,2.0,1.0,1.0,-1.0,-1.0,-1.0,18.0,19.0,-5.0,50.0,73.0,16.0,-23.0,1.0,25.0,69.0,6.0,53.0,-21.0,109.0,-5.0,26.0,66.0,109.0,15.0,13294.0,-7.0,1518.0,14.0,2500.4927434548736
-1.0,-2.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7.0,-14.0,-50.0,10.0,96.0,-1.0,10.0,4.0,28.0,128.0,-2.0,38.0,-40.0,77.0,-32.0,81.0,-41.0,86.0,-20.0,-2455.0,10.0,-112.0,-11.0,-300.83862986881286
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-2.0,-1.0,-0.0,-20.0,21.0,-17.0,9.0,85.0,-1.0,18.0,3.0,51.0,89.0,1.0,-10.0,37.0,72.0,31.0,58.0,2.0,36.0,-14.0,-5879.0,18.0,-2039.0,-7.0,-53.33421818737406
1.0,-2.0,0.0,1.0,1.0,-2.0,1.0,-0.0,-1.0,-0.0,1.0,1.0,27.0,-7.0,-43.0,75.0,83.0,14.0,20.0,9.0,19.0,118.0,3.0,24.0,-0.0,82.0,-48.0,38.0,71.0,94.0,7.0,7085.0,7.0,-671.0,19.0,1637.5708004236221
2.0,1.0,0.0,-1.0,-1.0,1.0,-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,39.0,78.0,36.0,18.0,28.0,5.0,9.0,5.0,103.0,-1.0,3.0,51.0,26.0,69.0,129.0,3.0,17.0,-20.0,12.0,789.0,20.0,-980.0,25.0,281.6092079067603
0.0,1.0,1.0,-2.0,2.0,-1.0,0.0,0.0,-0.0,-1.0,1.0,-1.0,6.0,15.0,-22.0,58.0,63.0,-3.0,-18.0,-5.0,77.0,66.0,3.0,17.0,-19.0,68.0,92.0,50.0,-71.0,67.0,1.0,-1519.0,-1.0,99.0,-0.0,2800.3817532509565
-2.0,-2.0,1.0,-1.0,-1.0,-2.0,0.0,2.0,1.0,-1.0,1.0,-1.0,8.0,48.0,35.0,4.0,110.0,-11.0,48.0,-7.0,18.0,46.0,-9.0,-27.0,155.0,35.0,61.0,-26.0,228.0,34.0,11.0,-2484.0,15.0,-2978.0,34.0,2629.6095569580793
-1.0,1.0,-2.0,-0.0,-1.0,0.0,1.0,-0.0,-0.0,-2.0,1.0,-2.0,8.0,48.0,38.0,70.0,63.0,23.0,25.0,17.0,82.0,44.0,8.0,22.0,-24.0,23.0,51.0,50.0,68.0,94.0,8.0,-2822.0,-14.0,3578.0,-5.0,2122.5579318106174
0.0,-1.0,0.0,-1.0,0.0,3.0,1.0,-1.0,2.0,1.0,-0.0,1.0,34.0,6.0,-1.0,58.0,46.0,7.0,-3.0,3.0,74.0,86.0,1.0,23.0,-3.0,72.0,20.0,14.0,73.0,93.0,5.0,8317.0,4.0,-2432.0,19.0,1184.3543468564749
-1.0,-1.0,-0.0,-1.0,-3.0,1.0,-0.0,-2.0,0.0,-0.0,-0.0,0.0,-21.0,12.0,40.0,54.0,79.0,0.0,-5.0,-16.0,-34.0,106.0,1.0,-2.0,-4.0,110.0,86.0,29.0,9.0,78.0,29.0,11607.0,-1.0,260.0,-4.0,4031.0271981954575
1.0,-3.0,1.0,0.0,-1.0,1.0,-0.0,2.0,-0.0,0.0,-0.0,-1.0,8.0,5.0,-42.0,28.0,95.0,-13.0,58.0,17.0,4.0,88.0,-16.0,-12.0,32.0,81.0,95.0,-63.0,-169.0,38.0,-10.0,7031.0,-7.0,448.0,-8.0,5839.413799777627
2.0,1.0,2.0,-1.0,-1.0,3.0,2.0,-1.0,0.0,-2.0,1.0,0.0,-24.0,65.0,-42.0,56.0,91.0,12.0,34.0,28.0,81.0,87.0,-6.0,3.0,-15.0,30.0,56.0,89.0,-78.0,49.0,-15.0,-9192.0,-10.0,-398.0,-25.0,-1364.5168077982962
-0.0,-2.0,1.0,0.0,2.0,0.0,-1.0,-3.0,-1.0,-1.0,2.0,2.0,-9.0,56.0,71.0,1.0,80.0,0.0,50.0,-3.0,57.0,114.0,-1.0,-37.0,143.0,50.0,62.0,104.0,-3.0,61.0,-10.0,1632.0,3.0,3160.0,8.0,131.68060961039737
0.0,-1.0,-0.0,-1.0,1.0,-0.0,0.0,1.0,3.0,-1.0,2.0,1.0,4.0,27.0,23.0,70.0,89.0,-17.0,-52.0,-22.0,49.0,54.0,12.0,53.0,-48.0,77.0,95.0,26.0,-57.0,44.0,-2.0,2115.0,11.0,-1744.0,5.0,2553.4005561098456
1.0,-1.0,-2.0,0.0,-0.0,-2.0,0.0,-1.0,0.0,-1.0,1.0,2.0,24.0,31.0,-13.0,27.0,69.0,-5.0,-4.0,-5.0,95.0,111.0,11.0,44.0,51.0,77.0,-22.0,131.0,33.0,41.0,-12.0,-10891.0,30.0,-1801.0,18.0,-111.955458879238
-1.0,0.0,-0.0,2.0,-1.0,2.0,-2.0,-0.0,-0.0,1.0,2.0,0.0,20.0,26.0,29.0,151.0,75.0,7.0,27.0,18.0,13.0,96.0,-3.0,-47.0,29.0,32.0,-37.0,49.0,148.0,96.0,7.0,-5179.0,-12.0,2309.0,13.0,1277.0811730325222
0.0,1.0,-0.0,0.0,1.0,1.0,-1.0,1.0,-2.0,-0.0,-1.0,1.0,-9.0,39.0,28.0,78.0,102.0,-3.0,-6.0,2.0,25.0,39.0,1.0,33.0,-40.0,78.0,81.0,16.0,-85.0,109.0,6.0,1317.0,-2.0,2151.0,-3.0,3589.0817389413714
0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-2.0,-2.0,-6.0,26.0,-18.0,11.0,86.0,3.0,21.0,7.0,38.0,100.0,-9.0,-32.0,45.0,87.0,61.0,35.0,-42.0,52.0,-9.0,-530.0,3.0,2285.0,-7.0,763.3043608181179
-0.0,-1.0,1.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,1.0,-0.0,-2.0,4.0,55.0,12.0,-22.0,90.0,4.0,85.0,6.0,42.0,109.0,8.0,-19.0,118.0,77.0,18.0,-0.0,80.0,5.0,0.0,914.0,38.0,-3183.0,43.0,787.1053859740496
2.0,-2.0,-1.0,0.0,-0.0,-1.0,-0.0,-1.0,2.0,2.0,1.0,4.0,17.0,17.0,44.0,62.0,97.0,-10.0,-8.0,-12.0,6.0,66.0,1.0,21.0,25.0,99.0,73.0,-20.0,-32.0,73.0,13.0,10921.0,-6.0,967.0,-1.0,1102.3389911726117
-1.0,1.0,-0.0,1.0,-1.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0,-7.0,21.0,31.0,75.0,86.0,-9.0,-16.0,-13.0,46.0,77.0,-0.0,-8.0,19.0,63.0,76.0,49.0,-45.0,51.0,-2.0,-38.0,12.0,250.0,-3.0,703.949288148433
0.0,0.0,-3.0,0.0,-1.0,-1.0,-0.0,1.0,0.0,0.0,-1.0,0.0,-7.0,7.0,10.0,66.0,60.0,-0.0,16.0,-4.0,12.0,93.0,6.0,-2.0,-2.0,101.0,25.0,36.0,124.0,64.0,5.0,-1802.0,10.0,189.0,3.0,3477.6840432286263
1.0,-1.0,-1.0,1.0,-1.0,2.0,0.0,1.0,0.0,-1.0,1.0,2.0,46.0,28.0,11.0,108.0,77.0,-4.0,-35.0,-4.0,88.0,86.0,-2.0,23.0,4.0,52.0,15.0,64.0,-69.0,97.0,3.0,2710.0,-4.0,-1113.0,20.0,935.9840541183949
-0.0,-1.0,-0.0,-1.0,-0.0,-1.0,0.0,1.0,-0.0,-1.0,1.0,0.0,-14.0,40.0,68.0,33.0,57.0,22.0,4.0,-11.0,117.0,123.0,7.0,-30.0,106.0,76.0,51.0,67.0,54.0,72.0,-4.0,-5602.0,4.0,2326.0,16.0,2113.0760321840644
-0.0,0.0,-1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,-0.0,2.0,-10.0,16.0,-30.0,171.0,92.0,15.0,-19.0,3.0,-3.0,70.0,-1.0,-8.0,-81.0,66.0,25.0,61.0,60.0,84.0,6.0,-1804.0,-9.0,-632.0,-13.0,1345.2017950974405
-1.0,1.0,0.0,2.0,1.0,-0.0,2.0,-2.0,-0.0,-2.0,1.0,1.0,-5.0,33.0,-1.0,8.0,56.0,17.0,4.0,23.0,147.0,62.0,16.0,82.0,-62.0,17.0,-12.0,160.0,-156.0,82.0,-9.0,-8283.0,14.0,4488.0,-17.0,1525.492911979556
1.0,-2.0,0.0,-2.0,-0.0,2.0,0.0,2.0,0.0,-1.0,2.0,1.0,49.0,-29.0,-64.0,17.0,98.0,-42.0,-24.0,-9.0,60.0,94.0,-6.0,44.0,-2.0,64.0,39.0,18.0,0.0,90.0,-14.0,7861.0,14.0,-3821.0,20.0,93.6625094213523
-2.0,1.0,-0.0,1.0,1.0,2.0,0.0,1.0,-1.0,0.0,-0.0,-1.0,-26.0,37.0,5.0,112.0,64.0,15.0,35.0,21.0,23.0,36.0,7.0,19.0,-14.0,76.0,72.0,-40.0,24.0,49.0,-1.0,-5648.0,14.0,-1133.0,11.0,561.600286738947
