Solver,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,SeqGS,GradientSolver,Precon,cells,post,pre,performance
1.0,1.0,-0.0,0.0,1.0,0.0,-0.0,1.0,52.0,4.0,3.0,10205.11286156582
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,61.0,-1.0,7.0,15644.86894383654
1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,52.0,4.0,4.0,8313.118231429638
1.0,0.0,0.0,1.0,0.0,1.0,-0.0,1.0,54.0,3.0,1.0,14312.092874234062
1.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,53.0,-1.0,2.0,14030.669567851615
1.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,50.0,3.0,1.0,9487.7921063743
1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,1.0,51.0,6.0,2.0,7930.181790303226
1.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,56.0,5.0,5.0,5988.489844057416
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,49.0,4.0,5.0,5732.215200263156
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,54.0,-1.0,-1.0,20338.748816730826
1.0,1.0,-0.0,-0.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,10106.71915179491
1.0,0.0,0.0,0.0,0.0,1.0,-0.0,1.0,51.0,-1.0,-2.0,18910.54214110896
1.0,0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,53.0,-1.0,8.0,10899.791926595142
1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,55.0,4.0,6.0,10983.097916476429
1.0,1.0,-0.0,-0.0,1.0,-0.0,-0.0,1.0,59.0,-3.0,-4.0,62305.059703819665
1.0,-0.0,0.0,-0.0,0.0,1.0,1.0,1.0,51.0,3.0,7.0,9747.611975483862
1.0,1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,48.0,3.0,6.0,12171.477507277525
1.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,55.0,-0.0,0.0,17687.47557119461
1.0,1.0,-0.0,0.0,1.0,-0.0,-0.0,1.0,49.0,1.0,7.0,8284.158364134282
1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,53.0,5.0,3.0,7471.466887172418
1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,52.0,3.0,5.0,8420.296260589894
1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,51.0,0.0,7.0,9544.55848588273
1.0,1.0,0.0,-0.0,1.0,0.0,0.0,1.0,58.0,0.0,2.0,15319.509263874483
1.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,52.0,3.0,5.0,8402.942271846745
1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,1.0,54.0,1.0,1.0,12622.055929713217
1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,55.0,2.0,6.0,8111.22665180351
1.0,-0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,57.0,-0.0,4.0,10860.527302158676
1.0,1.0,-0.0,-0.0,-0.0,-0.0,1.0,1.0,51.0,3.0,5.0,7957.047264316997
1.0,-0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,-1.0,5.0,13099.170851651685
1.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,1.0,53.0,6.0,1.0,7773.348830638187
1.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,50.0,3.0,4.0,9457.22314152989
1.0,1.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,53.0,-0.0,0.0,15501.639819032805
1.0,1.0,0.0,0.0,1.0,-0.0,0.0,1.0,50.0,1.0,9.0,8513.064739538037
1.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,1.0,51.0,5.0,1.0,10662.182114424131
1.0,1.0,0.0,-0.0,-0.0,-0.0,1.0,1.0,55.0,4.0,2.0,11712.369856799074
1.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,49.0,3.0,7.0,6445.503878971801
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,1.0,1.0,13160.921622746331
1.0,1.0,0.0,-0.0,-0.0,0.0,1.0,1.0,54.0,4.0,2.0,9289.311595791258
1.0,1.0,0.0,-0.0,1.0,0.0,-0.0,1.0,53.0,2.0,4.0,13212.616506306294
1.0,0.0,1.0,-0.0,-0.0,1.0,0.0,1.0,56.0,-1.0,-0.0,36598.229251469034
1.0,1.0,-0.0,0.0,0.0,-0.0,1.0,1.0,48.0,5.0,5.0,5870.05940895783
1.0,-0.0,0.0,0.0,-0.0,1.0,1.0,1.0,51.0,5.0,3.0,8576.18118259795
1.0,1.0,1.0,-0.0,-0.0,0.0,-0.0,1.0,53.0,1.0,-1.0,26234.20070271939
1.0,0.0,1.0,-0.0,0.0,1.0,-0.0,1.0,58.0,-1.0,8.0,16609.83906666583
