feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,PERF
0.9340385036719312,0.8555565085221223,0.7362166614079055,0.9482279796060311,0.9947600315321543,0.726060554282944,0.9832747312949618,0.9585691440569436,0.9974052190452593,0.9283226967089837,0.8729867788981711,0.7470503454233228,0.9971820467831138,0.9194049044313923,0.9698987445326476,0.8610658880098266,0.999046501250804,13.615467461844801
0.9735478041141983,0.991474021368323,0.987340950592087,0.998281306161217,0.8744531295024309,0.9507787424082027,0.9833817755290074,0.9961718663418091,0.999633412536261,0.9681187969806836,0.9712266946598364,0.9688476372987621,0.87216356846951,0.936107231567877,0.9981092813259792,0.9703054711137141,0.9674460009066238,14.329475771943299
0.9384902826601513,0.9651195803677006,0.9974646289757076,0.9760164890053398,0.9393407250616428,0.8334963787461901,0.9988858307728161,0.8591442956039823,0.9991085599699185,0.9853517235420471,0.7366170436061107,0.72806141645866,0.9395470727683158,0.9934413931980814,0.9994122462717349,0.9973954724182842,0.9586514335134204,13.6857235874255
0.9948472394021113,0.9998178002053015,0.9990312523245898,0.9813667894220022,0.9331210702675796,0.9418839878827869,0.9081293251297592,0.9608663759927278,0.9820253753850534,0.9272296303267639,0.8690118819577626,0.8635457162793382,0.8980059463499265,0.9212245805013302,0.9703171221534324,0.9548384719605539,0.9784835319774067,14.482835366914502
0.9390430925128928,0.999978039768819,0.9813035417540922,0.9992165592391072,0.997028364371878,0.9361461872775302,0.9774371302911571,0.966826825284096,0.9748331202204418,0.915075135049501,0.7350056439503131,0.7245528481118736,0.9943162669726539,0.9287495751828829,0.9991913899408071,0.9971309396207553,0.9713419507591339,14.2289627124934
0.9978860044836888,0.9684470330025481,0.8965785250565828,0.9996154049672581,0.9979336425505942,0.8257792236398444,0.8915579217814427,0.9711427484885995,0.9710890674505681,0.7944118855152011,0.5874459776844219,0.7164412901818199,0.9893007372890653,0.9853674754671139,0.9988961291075299,0.9972222855461226,0.9999812409807627,14.054507342302198
0.9971605737016283,0.9999614448431741,0.9969109788628316,0.9743853136592336,0.9969435085399623,0.8313801991648994,0.8979001686957172,0.6959430335851328,0.9993294986033237,0.9855000991052055,0.7331186839273732,0.8521157517306839,0.9943451370259598,0.9294753011001803,0.9991843792110097,0.8487295851670129,0.9717669634643077,13.7588899821653
0.8483805145676557,0.8841290173466213,0.9987691749331776,0.9949630933578898,0.9105716904675658,0.9707319300497421,0.7555741254972207,0.8601558853522774,0.9758681652878144,0.9995750708037602,0.9775014880062317,0.9999855105363473,0.8561135774925751,0.9929539939520773,0.8780972043461287,0.8738574580285942,0.4898003104478502,14.132107000032999
0.579142424024735,0.6389279823844439,0.997534976058143,0.9999879804765156,0.9965107901905483,0.9369983309354,0.9909983250689781,0.8523914800506457,0.7554249389256633,0.9965760968125851,0.9663293689330048,0.7921350112934274,0.8856672903626104,0.9644741191965823,0.9694887317173665,0.7522771919760224,0.5780199886214302,13.1723822524949
0.7301053005597384,0.7756206890808691,0.9853133290157815,0.9109181729159852,0.98926635089508,0.9999736491014201,0.9548051383481662,0.9905512173426944,0.9805666277028259,0.9926306024648988,0.9260742357680996,0.7204258945030267,0.8272461507294795,0.9768737764068354,0.9805262497718659,0.8361143996862913,0.7916073726662011,14.265557806340802
0.9424466434928526,0.9653048395690174,0.9591785672792843,0.957447356168845,0.9927701171559646,0.9916436068774244,0.9707884388242672,0.8873184187147075,0.9663637424378341,0.9365551351511113,0.8653055229608823,0.9138687230677747,0.9997329707699648,0.9996755038591421,0.9866076251867917,0.9995575670095886,0.8689512100024154,13.3524405216107
0.9999896381849187,0.9975417662107555,0.9999344696493329,0.999348882851478,0.9993464759300769,0.6901958901229773,0.6071217026214781,0.9277676382868649,0.9908010171281643,0.9696700633549712,0.9823347372073863,0.9994165040530465,0.8784768028512306,0.9948308434239689,0.9965280304655779,0.9994389317810801,0.8270012552306707,13.550032421839399
0.9745932563698122,0.9885797039233276,0.9996786449951641,0.9651679919708093,0.8745978127377125,0.5677476479889829,0.6948296715627303,0.5351302893613455,0.9858818870441747,0.978560208202506,0.922990902528832,0.9982814162573613,0.9255196229939812,0.9778331056452974,0.976824139748645,0.8764972824538158,0.9999428792530378,13.476518302574101
0.8791205742047669,0.9183827935646698,0.9999421393746423,0.9995570782285927,0.9998209208673972,0.735807824380927,0.6700338091098693,0.9567244985822396,0.9934505611551665,0.9689648385252246,0.9742252093809877,0.9501867078218154,0.9240049319691919,0.9809296648576681,0.9638081331350798,0.9968458366827109,0.9459204329823793,14.002607033778
0.9992161433421959,0.9940687667801379,0.9796478796130536,0.9682094155553714,0.9999368826646439,0.8854023736022004,0.5232701388386014,0.7192211580251052,0.9880123975583031,0.9992928704428,0.9289026398066011,0.9579135668656182,0.8219387336243315,0.9076255939517786,0.6055476347475817,0.9550382386938799,0.9728896282858119,14.1998705387239
0.9991874392134193,0.9990409616594627,0.997173006586962,0.9997859802527155,0.9990094988315367,0.8324204391935824,0.8890440907640552,0.5382266474233288,0.9654700330659703,0.9995559404744536,0.9839274033520614,0.9926306613481268,0.8239621974473609,0.9581592125992683,0.9861797505258162,0.8542584383022698,0.878049621026094,14.1660710346235
0.9999962730108984,0.9971236805003181,0.9630224512479185,0.9564720483534107,0.9995997760081966,0.495470031753652,0.4104493431828672,0.9870603910059889,0.990618954946428,0.9997685518292122,0.9819756277968834,0.9993310634059787,0.878099555168487,0.9862041039459071,0.7966706910963819,0.9992712064503234,0.8265442341915417,13.0868826597816
0.7345085039449302,0.7799206467884252,0.9868527001486467,0.9142081768163621,0.9919165987592886,0.8554906425784067,0.9559567642799521,0.9906605622632927,0.9974828583890178,0.989938145161927,0.988739974839691,0.7172227700414647,0.9283589555286524,0.9789930269366354,0.9784770195291836,0.9995078000509544,0.9939961275351729,14.125740389643399
0.9498991238216425,0.9706584713057886,0.9999093328207934,0.9721418642424218,0.996467585423848,0.6177128178568684,0.8637993241899721,0.9493835071068264,0.9606401603555944,0.996836881505419,0.8620202219690585,0.9239207962065963,0.9736545688211908,0.997494132605182,0.9852809679526708,0.9682999877566731,0.9487900166634715,13.928632486559696
0.9429318398983421,0.9677994041063298,0.8898241793550996,0.6809283752806656,0.9975702137675939,0.5981194589980265,0.9460340591036721,0.9690043246184675,0.9855597020754964,0.9278680517725477,0.9559567872860929,0.8566537395619238,0.9373209860019781,0.9872488618140991,0.9947170920218859,0.9506907047709551,0.9748254401341514,13.786561154226101
0.9403110796074524,0.9651108904447406,0.9988129406602096,0.9560363252244459,0.9400543421753659,0.5931242913466527,0.9977855237463641,0.9704070547957554,0.9178568424611447,0.929560225922652,0.9564920456110141,0.8606415729759878,0.9875259553951934,0.9949278274831657,0.9879272024791818,0.9986614319954576,0.9775292679782304,13.901966659584101
0.9539324667681195,0.9762950974919075,0.995076351841028,0.9695606739915955,0.8299671645757493,0.8053100752509695,0.9997670998935254,0.9608708723606357,0.8988635562651786,0.9103273506161921,0.9450145904944549,0.8400080278078313,0.9931320759164914,0.9810649858768697,0.9905251587914544,0.9959362403328993,0.965904356517599,13.263096996772699
0.9458709948050916,0.9698567169773532,0.9972809423355539,0.9634588305614212,0.9976387203888645,0.7869802568693485,0.9988084687051682,0.963372011924055,0.9826739120711893,0.9880999459484112,0.8558751064957051,0.8533600507945589,0.9331818882395864,0.9960124642706322,0.9933212579073805,0.9490007620868136,0.9728424286150746,13.9978897839345
0.9997400100661198,0.9987522075172444,0.9576037575104746,0.934733195494008,0.9659715028050567,0.8517903801773153,0.6717701244321175,0.9989894170305939,0.939228898312806,0.9941791290222374,0.8991482988659498,0.9296776094735012,0.9663521835800041,0.9676781064063505,0.8484466981164698,0.996749633438799,0.9999283323116441,13.7236295619215
0.8241470371103983,0.711794096037101,0.7460359084181137,0.6868811827584331,0.9973288258169867,0.9133108788396966,0.9445437721759443,0.9699648478363601,0.9853317014773498,0.9273739914913101,0.9564180502190405,0.7387355300079238,0.9371479669176386,0.9954608460940577,0.9891874052963986,0.9515782144286508,0.9995815034221445,14.4014957384924
0.8267411260791743,0.8714736908654973,0.9969610675935305,0.9645642706126311,0.9466497647184213,0.7914305995961601,0.8336111222741489,0.999982688561466,0.9815513483663303,0.9861417883540127,0.8537882346373691,0.7235580736091954,0.826209096143588,0.9847621441531644,0.9926708779304497,0.9822159014177714,0.9606682457654971,13.135089102831
0.9557906013947883,0.8821727433299723,0.9037033143539542,0.8677621003799073,0.9994221418682059,0.8073050269209645,0.9999333319029823,0.9582056317381321,0.8938027030987543,0.7925021228992475,0.7094466433740537,0.7074079098381268,0.9886023041976405,0.9015707188662049,0.989905225125224,0.9843265585160865,0.9999532096508242,13.955186427876502
0.8846364228307405,0.9144403136785002,0.9835604874365643,0.9067443180166734,0.9893820356660583,0.9621800647977476,0.9756048680827867,0.991922977028586,0.998254583834551,0.9922590191647126,0.9903911171906469,0.8493498443644032,0.9902088747238965,0.8854623375653472,0.9985148346500601,0.9513967859461024,0.9919125606622072,13.5147160251596
0.9982521268671302,0.9999455070875803,0.9993806027659299,0.9670220354053266,0.9329224092874893,0.7948282140662682,0.9999969434653105,0.953005542507557,0.9644102283990308,0.994927319015977,0.8682420935151656,0.991299297398684,0.9517932296344503,0.9795041958603665,0.9954293554698107,0.8573349018480874,0.9544913610824749,13.089618896309302
0.9987225766258855,0.9935107923370321,0.983341627313519,0.8847427767267814,0.9624811411637667,0.968128609782587,0.9990734777032475,0.9999611750975533,0.9521161698053423,0.9716145096603046,0.9981180486498206,0.8781118698859297,0.993875737036728,0.8925076896192391,0.6451106050187849,0.983061355582474,0.9994342947334663,13.646632732575199
0.9428504514732077,0.9669779933264765,0.9985757976802259,0.9578381125860318,0.8153793576044862,0.9222408669091391,0.998404990662603,0.9999480297496075,0.9847400653360451,0.9897466261775225,0.8615410971418548,0.8574763903043576,0.994088768603854,0.9953167484750958,0.9884051641143975,0.8868667744808564,0.9536215570924269,14.1044069906566
0.9985905935902976,0.9996202296628388,0.9974498062066701,0.9623514714704637,0.6414033279191914,0.929765287706881,0.8968793634805424,0.9657448976864256,0.9069896055849991,0.9201631156356418,0.9512599099528964,0.9476989593838139,0.7758764424229704,0.9968848731394371,0.9904359379957354,0.9807525625883375,0.9721362416848188,14.422487304433
0.9976723784448241,0.99994585653779,0.9984579574456587,0.9585678070907514,0.9396063813637663,0.9219831905624081,0.9033996342049001,0.9606589053634077,0.984699708880085,0.9905910879254972,0.8608373181656501,0.9535342326616434,0.9880457595454968,0.9340567513123392,0.988533193927061,0.9982807265875416,0.9764418097505047,14.045396718135901
0.9505658236130086,0.9697625647401845,0.997194157633624,0.8511037523473999,0.8799858126184905,0.9278800268053771,0.9452473928751594,0.9723633428281673,0.9670535422682593,0.9493072545010331,0.8951784224075837,0.959098685135946,0.89691874166433,0.955902632159633,0.9044335615616745,0.9294043231177743,0.9896926243304642,13.6872533298314
0.9968154136919651,0.9999999001542147,0.8795258420092217,0.6665654164990151,0.9382442458898813,0.7786240079760661,0.9821094426358831,0.9718266758796823,0.9878410718455223,0.9346018641811737,0.9597868339447854,0.9563971376892246,0.9854233238962536,0.9940765096440616,0.9859340804401143,0.9987489370578614,0.9788509523125355,14.134514779297199
0.9456829731727476,0.9695498914252272,0.9977927265519783,0.9999549174483895,0.945650543396978,0.994253438603455,0.8971488918559258,0.9999942776645131,0.9063247087869394,0.9873577248561425,0.8523219598711261,0.8485666626881158,0.7764539158957675,0.8097307625348747,0.7754204663956681,0.9969063419793932,0.9715471056913013,13.995287839572502
0.9434164917185001,0.9999066945014505,0.977571544599738,0.8442038307991037,0.9418959821258381,0.7851615673963149,0.9792279343118521,0.9686213341648697,0.9104419700628964,0.9251635692852259,0.8601290977897021,0.8544310250388631,0.9889283108479863,0.935361539014021,0.9893295230040706,0.8886488450171254,0.9749208890615827,13.5306171069503
0.999421179647543,0.974633148335,0.896710997079487,0.8604313270506698,0.9521959433822573,0.9358294840098393,0.8879466425351805,0.9599368570993249,0.89717952430988,0.7995053206301957,0.7137861308170919,0.8393383744459773,0.924470769428052,0.978948770454242,0.9927403689101731,0.8966214231554903,0.9999906583362727,14.430769052162097
0.9708089988386784,0.912565351954704,0.7470898880887372,0.8125254035958217,0.9995323605630899,0.8770698997548104,0.9333033834184457,0.9862577802943027,0.999978376359941,0.7723348257396758,0.8906491378404562,0.8910771716129412,0.9639654951536629,0.9170395080375799,0.9098796530829462,0.9990436423989354,0.9996388857457215,13.731060603304696
0.8949448605892134,0.9336512684108814,0.918677825851653,0.9556822741756367,0.996874975634386,0.9003825812306352,0.952024228199934,0.9766674768474777,0.9478051141648938,0.7390449573427308,0.7440252419083018,0.7443308356549587,0.9476698862686168,0.9756922538059604,0.8870217674365412,0.8610250693934353,0.9995127123092307,13.143383741112
0.9875571483701184,0.998042745584247,0.9308669859458789,0.9642102777987887,0.9039209473776568,0.992480317073125,0.968950236064166,0.9707145361948448,0.93622551410057,0.721191597610882,0.7306273934417421,0.8530213637926234,0.986572613765246,0.96925568197658,0.8771086037358414,0.7142508454295512,0.9979309201944949,13.532471687232098
0.8947451001348997,0.9248968683343948,0.9889105667957621,0.9190026211511165,0.9173825261571269,0.9998784623896279,0.970154745470911,0.9893203857836338,0.9958889340218677,0.9873835388764273,0.987421759316349,0.8371078915801303,0.9928928625654821,0.9813275928791536,0.9771417071400932,0.9573938230758808,0.9956037151013893,13.6739736000589
0.9993822302403275,0.999263870439422,0.9999995595721336,0.9747620899463114,0.8083426380359636,0.9380504289183809,0.9995553647041381,0.9466534132586257,0.955426264590217,0.9980688798476572,0.8584186035786018,0.9870487477651806,0.958772151880346,0.9966694212662166,0.9842348614156027,0.8687374655059016,0.9443299669793725,13.814099776108
0.9984563776026967,0.9996153091384544,0.8959232217660126,0.6892369523545702,0.8171139005198256,0.928494554686464,0.9768134302237836,0.9666691974660581,0.98210118983793,0.9218461698618815,0.9534951367264196,0.9478857562218634,0.9891542297470639,0.9854200422409846,0.9940130613417739,0.9974259170900053,0.9714230251686532,14.1909627159639
0.9570626337800334,0.9788186668570537,0.9937775140522724,0.999434730705466,0.8361502439658178,0.9820147968805494,0.8816621721193433,0.9993060142911023,0.8885341214800557,0.9786463728865317,0.8368429088682352,0.8298412633990402,0.7981886328278588,0.9483321663369875,0.9263381603162023,0.9937680539399202,0.9601473252874078,13.7495012749104
0.9564006609872233,0.9779962620448935,0.9945311009764506,0.9712492494092305,0.6585178076602234,0.9967105584838185,0.9999416403294774,0.9995551620128661,0.9747943690855541,0.9806197584466915,0.8436715199439898,0.8363545145411794,0.9890116639423292,0.9801943469061484,0.9900095126805794,0.9051987959364443,0.9687717445323227,13.4872537126597
0.9568211166021204,0.9982531413522722,0.9874050555453574,0.8702944673848101,0.833263737533154,0.938854244596612,0.9696735071242767,0.9587104168598971,0.8906466984562261,0.9053009931260482,0.8423144131298084,0.8332895946095753,0.9942164006125379,0.998571319195701,0.9891991252777176,0.9067311192280122,0.9626329733928014,13.2815709093287
0.9996521124469206,0.9984378724696028,0.9943300552310924,0.9717934089776092,0.8295547136859206,0.9966380084912411,0.8859237709085868,0.9712942783934673,0.9747935355165793,0.981811386460693,0.843045476459007,0.9394468205146724,0.9935776731477421,0.9983749581603983,0.9899290069868341,0.9952451478099604,0.9644582609718788,13.2118884704788
0.9589110947295775,0.9771549452797046,0.9993114696888398,0.8693638432816785,0.7320348309063663,0.9966784595463876,0.9357654628131512,0.966506247972335,0.9762666340556911,0.9367843686305822,0.8847697824690286,0.949921680723964,0.908568188643582,0.9999786283684173,0.9885517623645886,0.9387228361312939,0.9945639729350333,14.473860242868199
0.9967696758083298,0.9891356610534703,0.9900566974601654,0.9023620380693698,0.862806974143312,0.9989280154403,0.9999597313713198,0.9993047540093803,0.9399773930435744,0.9609057652539779,0.9959043005175843,0.8628879953312953,0.9967211227273715,0.9857278010839805,0.8328429948604763,0.9879680817383713,0.9999660525818982,14.3174571009772
0.9696850669491085,0.9890277190717165,0.9842055795124445,0.9398477894775742,0.8660635446952359,0.8761927684781524,0.9301069526582323,0.9876016811575663,0.9999873408507892,0.894040243525706,0.9991051610948853,0.9750866313409239,0.9999521721608506,0.9878903281372792,0.9109889727058156,0.9762751821810148,0.9738909818314087,13.9940788173275
0.9999894188824134,0.9953690866599932,0.9789590174468318,0.930507802423005,0.6904827846407114,0.9706652578321343,0.9900049661030711,0.9901705236857463,0.9996838333225038,0.9039564187756853,0.9980559358802177,0.998486220449749,0.8514197827582901,0.9929531266110034,0.9853544649750948,0.9982320372901915,0.9790612914755811,13.6888565197724
0.9720548130279812,0.9920793362964074,0.9029467201242276,0.8164646442916504,0.869108326076834,0.9761239014229789,0.9957882682530423,0.9862936907384536,0.9998668227056418,0.8886392886744039,0.975072943962964,0.9718176020015867,0.9998121504465164,0.9955286309281575,0.9074048238703293,0.9561352570627858,0.970949706134099,13.112520046532099
0.9999501713818282,0.9973025006606914,0.9883195925527053,0.8729877059477962,0.6639262194072849,0.9978641178306509,0.8780154930283078,0.8580893443233036,0.7674595947980243,0.9770538416829277,0.9385047998904796,0.9342688767616684,0.9308923865776629,0.8960662199495456,0.9871182635090229,0.9939332289087033,0.9594696754589022,14.048713041113
0.9761670349408529,0.9926006013234453,0.9375275875498573,0.902526118446288,0.7226118492034026,0.9472360055716231,0.906636696843385,0.9972210595345478,0.9574730933373531,0.9648011024552385,0.9673201970495845,0.9665819158278177,0.5294099582775671,0.8186144319861045,0.9534193136219887,0.9999849763701127,0.9660713366835261,13.403794511161301
0.8989344941407562,0.996836278190642,0.9887766233664222,0.9703098484003766,0.8967904550343148,0.9368117142582484,0.9733014556365435,0.9993227484156335,0.9424564162944126,0.9513318298426923,0.8648190286594389,0.8601907177042558,0.8998157319722093,0.8386460251135446,0.9999924749191387,0.9735986382131331,0.9531132018434437,13.2108283367801
0.9747263698941523,0.9909861161979701,0.9954598393438203,0.997707254687902,0.7152610157584028,0.9787683625173285,0.9837679524742841,0.9842100674044981,0.9603424434670074,0.8831783700454933,0.9714272826260852,0.9696733716044809,0.8756162939423731,0.9408439556541869,0.9768886137895791,0.845193224855978,0.9696661408235101,13.4131799212852
0.8883258999648828,0.9184900175324778,0.9865502290429562,0.9141016560240474,0.9931003604237704,0.999995880717118,0.9736691584545757,0.918364431125579,0.9816154000535642,0.9924807687062838,0.9238060874478862,0.8456151396505424,0.9301642358488068,0.8868230800810251,0.9794156214552782,0.9994520093205796,0.993619497316729,13.803859817649501
0.9987595626094428,0.9997648538169426,0.9998617026080194,0.9717545763633239,0.9954381596202501,0.9308793198606196,0.9999135819797176,0.9785077612729883,0.9995774597482722,0.9378703620988443,0.7404944327439532,0.9899692145768374,0.9750978194561802,0.9804018365070138,0.9862784055789371,0.9675041034355502,0.9501350054846242,13.0854310967394
0.9494686992433555,0.9724626724480037,0.9966465273794369,0.966068519896831,0.9452549766859167,0.9941248477414298,0.9993821332835225,0.8583534197357545,0.9982880105368077,0.9958855671648779,0.7272827674887987,0.848569330682197,0.8260370879148298,0.9966605607322319,0.9925541013715427,0.9829984629457701,0.9613819540085089,13.5883382792205
0.9984708093980473,0.9927277740889591,0.9858630574695743,0.8915347021793313,0.9999590522969928,0.9998685241784159,0.9993254011559962,0.860530820013245,0.9974995640257724,0.9999877085663769,0.9496434095737488,0.8758073423948226,0.9214230376249736,0.8924877292251295,0.8193327363817617,0.9961399575448227,0.9997471568602337,13.1747065001652
0.9972847244368354,0.9999708268132986,0.8869616662633957,0.6777362542092424,0.9964683498797859,0.9194443770328832,0.9807352441881538,0.958682933176728,0.9957551683240743,0.9915995763400516,0.8654675030268145,0.9545270018212001,0.9403305084464784,0.9942069578962499,0.9955852345552332,0.9523633789955582,0.9763893338258052,13.8100649072144
0.9983054096949601,0.9997771543576357,0.9980519593060041,0.9603600821430751,0.9976026570527148,0.9919100757643772,0.9017901943124312,0.9615275715542435,0.9843578398522506,0.9318530590551518,0.7361400774876932,0.855598280359305,0.934748896470656,0.9956937620565143,0.9141605464453385,0.9498420491014615,0.9732159382131136,13.8518208168676
0.999481520717612,0.9987798995803959,0.9844049284134732,0.8625590993345995,0.9477170345435441,0.9957056696167669,0.8878003008512432,0.9995810442266588,0.8962365623120453,0.9973915790823171,0.8453958466858802,0.942905763154099,0.9906072923230018,0.9800916138072294,0.9900288154509737,0.9421064254473657,0.9663482172902964,13.635984342753199
0.9532225886812703,0.9755949956984016,0.9951726320642584,0.9997345167571748,0.9989753530860189,0.985016155638463,0.8875445492490454,0.8672578450172678,0.9751258238381947,0.9975087785288674,0.7147195115354741,0.8379491611278489,0.9932894177629168,0.8205949614407727,0.922213390403319,0.9386590903479741,0.9646364868758468,13.820146084712
0.9478561082151254,0.9995854094195086,0.9821669443871082,0.8564681971047974,0.9977947798308897,0.9264191864466602,0.9763191325881293,0.9646933245936179,0.9793927333336495,0.9865453243460139,0.728913751062796,0.848346037969211,0.9312260859042257,0.9383755260522623,0.9926109643797422,0.9824620272071096,0.9706758999260797,14.012998348251
0.9997232239568213,0.9774361234547875,0.9055786041231869,0.8707296259646857,0.9992805271963912,0.9966466128038688,0.8831980106780842,0.972989414156186,0.972651506954453,0.9046099738494058,0.5734683667847891,0.834289214646491,0.9885140499997063,0.9778499854153141,0.9897374423147818,0.9851005827028259,0.9999232625524356,13.068646856805401
0.7538903119717644,0.7902685641239834,0.9630733685291648,0.9073758039853694,0.9996388847511861,0.8779448087290708,0.9892485370424464,0.9928926357240219,0.8019629470304298,0.9962612417548319,0.9455405481501836,0.8331770246012844,0.9907353350392186,0.9875359705787238,0.9233715726279108,0.9874897667464168,0.9724483642118652,13.167146630894498
0.9489772298233757,0.9652144019847573,0.9370085314794777,0.9426866592617903,0.9790815114499923,0.8126044576488448,0.97603145963923,0.94454891721284,0.9997439641302434,0.9996953167437297,0.9981701506453863,0.7058539314736401,0.975844516491747,0.9549110898262387,0.9998792751058931,0.998488070326605,0.9951067728687559,13.539612814713
0.8374171712089525,0.8678245995739923,0.9937854414280145,0.9433979380517414,0.9656777666370722,0.9786716153114812,0.9995969006023279,0.8366444434169877,0.9997581106307554,0.9786753302248702,0.9980765836395569,0.8179685813963754,0.9998695727111514,0.9977219183163042,0.7942837662287677,0.9595174956785716,0.941759360864032,13.3780282104009
0.9198101366200498,0.9414062732547054,0.9702605549010392,0.9876870220326451,0.9574713995251171,0.9536461928911157,0.9928796513592993,0.9040879882887151,0.981943756947818,0.9925768503445983,0.9613141394071782,0.9945265358180743,0.9940257193180253,0.9948070736886226,0.8323282016645099,0.9904102152535198,0.9460437905655824,13.4582184456106
0.7331831889948983,0.5973961615581381,0.586958952949952,0.7476408535065372,0.9951771300508536,0.7820148706169779,0.9998852156494689,0.9917983369024989,0.9758328004128951,0.9917860687907851,0.9905922752703974,0.7103051051900877,0.9910214831102317,0.9711741715386487,0.9209135653761641,0.9700124122911441,0.9892867686492259,13.4295221600019
0.7284919361477751,0.773320230161704,0.9864011236923113,0.9803617245027401,0.9949379034731634,0.8930808478486562,0.8918246565455554,0.9217514283083242,0.9730889088909355,0.9922014556643668,0.9298623898673576,0.709221103416451,0.9922536281883295,0.9998910989589267,0.9224337234845619,0.9999530790498281,0.988457933587968,13.6317459509091
0.885731237281423,0.9165228394308975,0.7680128011286448,0.7458920893160963,0.9942703007713479,0.9712968605703701,0.9999873509435926,0.9930355045854703,0.9767941325924746,0.9912522577540589,0.9895845357561199,0.8291481721125789,0.9903403966962855,0.9996477717575422,0.8159516593985715,0.9679632095445005,0.9929231168915258,13.5175986127331
0.8843122339301673,0.9145439271056715,0.986098518787304,0.9800416296723152,0.9946431245407593,0.8933276848090744,0.9705497096100799,0.9919862918307937,0.9991436613122509,0.9258825805482236,0.9267548010364076,0.7044559995846755,0.9904107295688371,0.9997372803689833,0.9880985226297362,0.9701340809806942,0.9932891032368659,13.2205377937235
0.8894403338420458,0.9200812797646731,0.9097367754579283,0.8945001971974423,0.9870340203943788,0.885909020957681,0.9656031894784582,0.9874702786107706,0.9486191247418374,0.9946665274414267,0.9876770936178869,0.8260537076232196,0.99319818236955,0.957150682469616,0.8088587254312226,0.9675767993353869,0.9915111394484099,13.5353808816442
0.7321974774491208,0.7786989741880092,0.9894961177076674,0.9962247420049195,0.9937389272153011,0.764611724202335,0.9654512323245755,0.9272183352601148,0.9972235445063847,0.9948331943868159,0.9173177799004189,0.6917236299031286,0.9290809523515889,0.8750621293253696,0.9874334720812603,0.9648915852864853,0.9906037290408282,13.429505826762199
0.7229648098326924,0.7689702449368353,0.9865892745357487,0.9807813301166587,0.9854908706376625,0.8927071664822978,0.9605129734729039,0.9197327371814661,0.9763702266432781,0.9923572978912791,0.9265022844564227,0.7048230954479194,0.928853411051676,0.9998556466763006,0.8188903288989098,0.9601567571479317,0.9123095104561058,13.04064226916
0.7277306671032718,0.7745599513477356,0.910455172873317,0.8956370103740808,0.9945517813749196,0.9717509652120838,0.9999920797587405,0.7863717525847994,0.9981753219385955,0.9933612920279322,0.9880815634098151,0.6964297463336406,0.988719862206091,0.9713550456996486,0.9936480782031056,0.9686567870093388,0.9922478412747446,14.080564887957001
0.7253431924272729,0.7713813718625641,0.9875780579525176,0.9817194153891016,0.9948482588341369,0.9996476770795149,0.9607293500142134,0.9924931696580349,0.9988251460231385,0.9906385082171502,0.9893504282886277,0.7031309738020511,0.9901010445482861,0.9997167110340662,0.8153363827434201,0.9700531755998959,0.9933846677070363,13.2694437986171
0.8810155388442434,0.9113220771049689,0.9854386378946679,0.9794246757514983,0.9861384774120256,0.9732466470996777,0.9708064427199102,0.9920004049927857,0.9990974243264318,0.9921627443130968,0.9901597524571437,0.8343533818015177,0.9212894717472804,0.9707146984770875,0.9225248674781815,0.9998641492167549,0.9945913056860555,13.4683250129983
0.7330149069352945,0.9188805883744144,0.9122508767594957,0.8974100749227792,0.9940712548431415,0.9708689568914842,0.9999980049007253,0.9936980344350912,0.9974645232808182,0.9884868991635889,0.9209098326908978,0.6945881145285215,0.9885098859165358,0.9734754295626815,0.8100042764522438,0.9648674009751256,0.991598971636928,13.8770413701776
0.8899831952067477,0.7792243703736614,0.7677596829536405,0.898337359734651,0.99375874983834,0.8846529523271425,0.9646124311099931,0.9944879040353378,0.9969173230733992,0.9184156807334736,0.8043230700305027,0.6913719755604244,0.9940631924034031,0.9560553659545103,0.8113677509278419,0.9618159789817731,0.9912263314253484,13.725053681923402
0.8870662455098388,0.9183601998840523,0.9891491094024292,0.9833774044289543,0.9048814126305345,0.8860070069040966,0.9670603141721923,0.9933344261703161,0.9978560143150096,0.9885857035854443,0.9884878259352861,0.8258319655653688,0.9258625515529614,0.9994770897899712,0.8135487512635101,0.9999823475117013,0.9918885291167701,13.8018548178192
0.8831294902614578,0.9140320859258034,0.987709926262521,0.9821829806353991,0.9955498325594476,0.891138510521591,0.9694865280517746,0.7822395942925031,0.9774484440684192,0.9921573628073297,0.9243660452923049,0.8320312896987999,0.9904792674987044,0.9705836641455337,0.8163548376809454,0.969843701805885,0.9934619542525532,13.720345490169402
0.9934005762668807,0.9985360184533382,0.9988748239042481,0.9967429121820536,0.9974379405001677,0.9463523009598321,0.9955248894842028,0.9720649337735088,0.9716091881307486,0.999484789518473,0.6891363617988852,0.9467671866303795,0.9913446658435624,0.9620884212057761,0.8739291363004408,0.9784501814050822,0.9348563126544023,13.3868085246299
0.9969183134592823,0.9909125513411325,0.9739859814647784,0.9831351901775882,0.9996674075031302,0.9582149478293347,0.8901205254167595,0.9874687500556031,0.9854487135747544,0.9747233171771977,0.9478561530206224,0.9241130414018083,0.9992369184887234,0.9989968882188147,0.9989727425147347,0.9825894340798703,0.9523563834793245,13.6514161149704
